adult,genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count
False,"[18, 36, 10752]",821,en,Judgment at Nuremberg,24.304,1961-12-18,Judgment at Nuremberg,8.033,725
False,"[18, 35]",400928,en,Gifted,49.635,2017-04-07,Gifted,8.032,5159
False,"[18, 53, 12]",204,fr,Le Salaire de la peur,25.685,1953-04-22,The Wages of Fear,8.0,860
False,[18],310569,pt,Que Horas Ela Volta?,9.664,2015-06-04,The Second Mother,8.031,696
False,[35],678580,es,El mesero,10.286,2021-07-15,El mesero,8.029,347
False,"[18, 36]",895,ru,Андрей Рублёв,17.986,1966-12-16,Andrei Rublev,8.028,746
False,"[35, 10752, 18]",515001,en,Jojo Rabbit,37.846,2019-10-18,Jojo Rabbit,8.027,9073
False,"[35, 80]",337404,en,Cruella,73.045,2021-05-26,Cruella,8.027,8886
False,"[18, 53]",264644,en,Room,37.469,2015-10-16,Room,8.027,8870
False,"[35, 18, 10749]",449176,en,"Love, Simon",38.483,2018-02-16,"Love, Simon",8.026,5875
False,"[35, 10749]",55960,it,"Totò, Peppino e la... malafemmina",8.999,1956-08-23,"Toto, Peppino, and the Hussy",8.026,331
False,"[18, 53]",582,de,Das Leben der Anderen,20.638,2006-03-23,The Lives of Others,8.025,3467
False,[37],938,it,Per qualche dollaro in più,41.939,1965-12-18,For a Few Dollars More,8.022,3733
False,"[80, 18]",641,en,Requiem for a Dream,19.874,2000-10-06,Requiem for a Dream,8.02,9507
False,"[35, 18]",429210,pt,Bingo: O Rei das Manhãs,7.483,2017-08-24,Bingo: The King of the Mornings,8.0,365
False,[18],14,en,American Beauty,38.29,1999-09-15,American Beauty,8.018,11612
False,"[35, 80, 18]",9277,en,The Sting,30.505,1973-12-25,The Sting,8.017,2455
False,"[12, 14]",673,en,Harry Potter and the Prisoner of Azkaban,115.912,2004-05-31,Harry Potter and the Prisoner of Azkaban,8.016,20742
False,"[53, 80]",521,en,Dial M for Murder,20.503,1954-05-29,Dial M for Murder,8.016,2447
False,[18],526702,en,Black Beauty,20.159,2020-11-27,Black Beauty,8.0,322
False,"[16, 18, 9648, 36]",339877,en,Loving Vincent,23.502,2017-06-22,Loving Vincent,8.013,2359
False,[18],20530,ja,晩春,16.555,1949-09-13,Late Spring,8.012,369
False,"[12, 35, 18]",962,en,The Gold Rush,20.578,1925-07-12,The Gold Rush,8.012,1499
False,"[80, 18, 36]",524,en,Casino,29.134,1995-11-22,Casino,8.012,5517
False,"[18, 10752]",11778,en,The Deer Hunter,35.771,1978-12-08,The Deer Hunter,8.011,3613
False,"[16, 10749, 35]",455661,en,In a Heartbeat,9.178,2017-06-01,In a Heartbeat,8.009,980
False,"[18, 36, 10752]",307,it,Roma città aperta,19.086,1945-10-08,"Rome, Open City",8.007,830
False,"[16, 18, 14, 10749]",568160,ja,天気の子,52.683,2019-06-19,Weathering with You,8.006,2120
False,"[18, 10751]",28178,en,Hachi: A Dog's Tale,46.631,2009-06-08,Hachi: A Dog's Tale,8.006,6412
False,"[9648, 18]",15,en,Citizen Kane,44.046,1941-04-17,Citizen Kane,8.005,5222
False,"[36, 18, 53, 10752]",205596,en,The Imitation Game,81.856,2014-11-14,The Imitation Game,8.004,16444
False,"[18, 28, 36]",359724,en,Ford v Ferrari,69.308,2019-11-13,Ford v Ferrari,8.003,7391
False,"[10751, 16, 14]",110416,en,Song of the Sea,16.999,2014-09-06,Song of the Sea,8.003,1357
False,"[35, 10749]",28978,en,The Circus,15.855,1928-01-06,The Circus,8.003,741
False,[18],7508,hi,तारे ज़मीन पर,21.787,2007-12-21,Like Stars on Earth,8.002,1094
False,"[16, 10751, 10749]",140420,en,Paperman,20.762,2012-11-02,Paperman,8.001,1651
False,"[9648, 53, 18]",25376,es,El secreto de sus ojos,21.063,2009-08-13,The Secret in Their Eyes,8.001,2393
False,"[18, 10749, 10752]",3175,en,Barry Lyndon,30.25,1975-12-18,Barry Lyndon,8.001,2658
False,"[35, 18]",626332,en,Flamin' Hot,33.757,2023-03-11,Flamin' Hot,8.0,520
False,"[10749, 18]",43949,en,Flipped,57.092,2010-08-06,Flipped,8.0,2808
False,[18],5801,bn,পথের পাঁচালী,14.996,1955-08-26,Pather Panchali,8.0,375
False,"[18, 36]",780,fr,La Passion de Jeanne d'Arc,14.086,1928-04-21,The Passion of Joan of Arc,8.0,865
False,"[12, 36, 10752]",947,en,Lawrence of Arabia,38.344,1962-12-11,Lawrence of Arabia,7.999,2810
False,"[18, 35]",20453,hi,3 Idiots,47.958,2009-12-23,3 Idiots,7.995,2248
False,"[10402, 18]",12104,en,Pink Floyd: The Wall,21.833,1982-07-14,Pink Floyd: The Wall,7.995,1419
False,[18],595,en,To Kill a Mockingbird,30.005,1962-12-20,To Kill a Mockingbird,7.995,2465
False,"[28, 80, 53]",414419,en,Kill Bill: The Whole Bloody Affair,25.445,2011-03-27,Kill Bill: The Whole Bloody Affair,7.994,953
False,[18],13223,en,Gran Torino,32.418,2008-12-12,Gran Torino,7.992,10310
False,"[18, 10749]",1010581,es,Culpa mía,191.355,2023-06-08,My Fault,7.99,2359
False,"[10752, 28, 18]",530915,en,1917,51.232,2019-12-25,1917,7.99,11807
False,"[16, 18, 12, 14]",916224,ja,すずめの戸締まり,91.878,2022-11-11,Suzume,7.988,1021
False,"[10402, 18]",424694,en,Bohemian Rhapsody,55.747,2018-10-24,Bohemian Rhapsody,7.988,16358
False,[18],12761,sv,Höstsonaten,17.545,1978-10-08,Autumn Sonata,7.988,546
False,[18],19426,it,Le notti di Cabiria,12.743,1957-10-03,Nights of Cabiria,7.987,714
False,"[18, 35, 10749]",18438,ko,김씨 표류기,18.902,2009-05-14,Castaway on the Moon,8.0,638
False,"[28, 12, 18]",9764,ru,Дерсу Узала,18.703,1975-08-02,Dersu Uzala,7.986,490
False,"[28, 35, 18, 10749]",28422,ja,愛のむきだし,17.821,2009-01-31,Love Exposure,7.985,411
False,"[18, 35, 10749]",11104,cn,重慶森林,44.935,1994-07-14,Chungking Express,7.985,1652
False,"[28, 12, 18, 36, 10752]",11658,ko,태극기 휘날리며,17.526,2004-02-05,Tae Guk Gi: The Brotherhood of War,7.983,623
False,"[9648, 53, 12]",213,en,North by Northwest,28.265,1959-07-08,North by Northwest,7.981,3882
False,"[18, 36]",1396,ru,Зеркало,21.786,1975-03-07,Mirror,7.979,879
False,"[878, 12, 28]",447365,en,Guardians of the Galaxy Vol. 3,134.726,2023-05-03,Guardians of the Galaxy Vol. 3,7.977,6081
False,"[28, 53]",615457,en,Nobody,63.524,2021-03-18,Nobody,7.977,6599
False,"[18, 80]",640,en,Catch Me If You Can,65.795,2002-12-16,Catch Me If You Can,7.977,14970
False,"[53, 9648, 80]",488623,ko,기억의 밤,32.981,2017-11-29,Forgotten,7.976,982
False,"[14, 18, 9648]",14696,ja,雨月物語,18.645,1953-03-26,Ugetsu,7.976,526
False,"[12, 14, 16, 28, 10751, 10749]",10515,ja,天空の城ラピュタ,61.448,1986-08-02,Castle in the Sky,7.976,3942
False,"[16, 12, 10751, 35]",862,en,Toy Story,112.013,1995-10-30,Toy Story,7.973,17712
False,"[28, 12, 878]",634649,en,Spider-Man: No Way Home,172.04,2021-12-15,Spider-Man: No Way Home,8.0,19164
False,"[28, 12, 16, 18, 10751, 14]",315465,ja,バケモノの子,30.841,2015-07-11,The Boy and the Beast,7.969,1408
False,"[18, 80]",627,en,Trainspotting,35.213,1996-02-23,Trainspotting,7.969,9284
False,"[28, 80]",24,en,Kill Bill: Vol. 1,49.871,2003-10-10,Kill Bill: Vol. 1,7.969,16698
False,[35],554596,es,No Manches Frida 2,49.495,2019-03-15,No Manches Frida 2,7.968,832
False,"[18, 10749]",76,en,Before Sunrise,38.681,1995-01-27,Before Sunrise,8.0,3901
False,"[16, 10751, 18]",574074,en,Kitbull,47.334,2019-01-18,Kitbull,7.966,349
False,"[18, 10749]",19542,en,The Red Shoes,17.837,1948-09-06,The Red Shoes,8.0,605
False,"[12, 18, 37]",3090,en,The Treasure of the Sierra Madre,17.554,1948-01-15,The Treasure of the Sierra Madre,7.966,1117
False,[18],2517,ja,誰も知らない,28.342,2004-08-07,Nobody Knows,7.965,469
False,"[18, 10752, 10749]",770,en,Gone with the Wind,49.474,1939-12-15,Gone with the Wind,7.964,3837
False,[35],160885,it,Tel chi el telùn,4.291,1999-05-12,Tel chi el telùn,8.0,313
False,"[35, 878]",20803,ru,Иван Васильевич меняет профессию,13.608,1973-09-17,Ivan Vasilyevich Changes His Profession,7.962,329
False,"[35, 28, 12]",961,en,The General,23.731,1926-12-25,The General,8.0,1150
False,[35],38286,it,Tre uomini e una gamba,10.529,1997-12-27,Three Men and a Leg,7.96,2008
False,"[10752, 18, 36]",15383,fr,L'Armée des ombres,19.697,1969-09-10,Army of Shadows,7.96,582
False,"[18, 10749, 10752]",38360,ru,Летят журавли,16.185,1957-10-12,The Cranes Are Flying,7.958,342
False,"[53, 80, 18]",1580,en,Rope,20.181,1948-03-11,Rope,7.958,2514
False,"[16, 35, 10751, 12]",14160,en,Up,104.63,2009-05-28,Up,7.956,19462
False,"[18, 10402]",920394,tr,Babamın Kemanı,13.054,2022-01-21,My Father's Violin,7.954,318
False,[18],70,en,Million Dollar Baby,44.222,2004-12-15,Million Dollar Baby,7.953,9178
False,"[18, 28, 12]",1059,ja,隠し砦の三悪人,22.525,1958-12-28,The Hidden Fortress,7.952,567
False,"[9648, 53, 18]",745,en,The Sixth Sense,53.648,1999-08-06,The Sixth Sense,7.952,11141
False,[18],10238,sv,Viskningar och rop,22.028,1972-12-21,Cries and Whispers,7.95,642
False,"[10752, 18, 10749]",426618,en,Where Hands Touch,19.587,2018-09-14,Where Hands Touch,7.9,505
False,"[16, 878, 28]",149,ja,AKIRA,69.729,1988-07-16,Akira,7.948,3950
False,"[12, 878]",329,en,Jurassic Park,37.719,1993-06-11,Jurassic Park,7.947,15645
False,"[18, 27, 53, 80]",234,de,Das Cabinet des Dr. Caligari,19.989,1920-02-27,The Cabinet of Dr. Caligari,7.947,1469
False,"[35, 18, 14]",29264,es,El ángel exterminador,14.426,1962-05-16,The Exterminating Angel,7.936,619
False,"[18, 10402, 10749]",776503,en,CODA,46.906,2021-08-13,CODA,7.945,2057
False,"[18, 10749]",237791,pt,Hoje Eu Quero Voltar Sozinho,12.032,2014-04-10,The Way He Looks,7.9,914
False,"[18, 36]",76203,en,12 Years a Slave,45.88,2013-10-18,12 Years a Slave,7.945,10900
False,"[12, 18, 36, 53, 10752]",5925,en,The Great Escape,43.777,1963-07-03,The Great Escape,7.944,2391
False,[18],1578,en,Raging Bull,35.489,1980-11-14,Raging Bull,7.943,4086
False,"[16, 14, 12]",615453,zh,哪吒之魔童降世,26.906,2019-07-26,Ne Zha,7.942,380
False,"[10749, 18, 10402]",28971,en,Limelight,18.591,1952-10-23,Limelight,7.942,490
False,"[18, 28, 35]",11712,ja,椿三十郎,15.123,1962-01-01,Sanjuro,7.942,560
False,"[16, 18]",242828,ja,思い出のマーニー,42.441,2014-07-19,When Marnie Was There,7.9,1696
False,"[18, 10749]",41050,it,La notte,13.745,1961-01-24,La Notte,7.937,623
False,"[80, 18, 53]",6977,en,No Country for Old Men,54.973,2007-06-13,No Country for Old Men,7.937,11390
False,"[35, 18, 14]",29264,es,El ángel exterminador,14.426,1962-05-16,The Exterminating Angel,7.936,619
False,"[12, 878]",775,fr,Le Voyage dans la Lune,19.053,1902-04-17,A Trip to the Moon,7.936,1681
False,"[28, 53, 878]",679,en,Aliens,82.816,1986-07-18,Aliens,7.936,9096
False,"[18, 35]",158445,ko,7번방의 선물,26.374,2013-01-23,Miracle in Cell No. 7,7.9,409
False,"[878, 18, 53]",78,en,Blade Runner,71.084,1982-06-25,Blade Runner,7.935,13208
False,"[18, 53]",15244,fr,Un condamné à mort s'est échappé,13.728,1956-11-11,A Man Escaped,7.934,486
False,"[35, 18, 10749]",11010,it,Il postino,16.168,1994-04-07,The Postman,7.934,1097
False,"[18, 36]",3777,ja,蜘蛛巣城,19.333,1957-01-15,Throne of Blood,7.934,769
False,"[80, 18, 10749]",654,en,On the Waterfront,24.527,1954-06-22,On the Waterfront,7.934,1472
False,"[12, 16, 14]",81,ja,風の谷のナウシカ,49.21,1984-03-11,Nausicaä of the Valley of the Wind,7.934,3356
False,"[10751, 16, 878, 12]",10386,en,The Iron Giant,63.889,1999-08-06,The Iron Giant,7.933,5267
False,"[53, 9648]",1092,en,The Third Man,23.339,1949-08-31,The Third Man,7.933,1739
False,"[16, 878, 10751, 35]",482321,en,Ron's Gone Wrong,33.727,2021-10-14,Ron's Gone Wrong,7.932,1739
False,"[18, 16, 10749, 10752, 36]",378108,ja,この世界の片隅に,25.794,2016-11-12,In This Corner of the World,7.932,531
False,[18],10404,zh,大红灯笼高高挂,19.648,1991-12-18,Raise the Red Lantern,7.932,658
False,"[18, 36]",152532,en,Dallas Buyers Club,25.917,2013-11-01,Dallas Buyers Club,7.9,8207
False,"[18, 9648, 10749]",110,fr,Trois couleurs : Rouge,22.316,1994-05-12,Three Colors: Red,7.929,1290
False,"[18, 10751]",21334,fa,بچه‌های آسمان,19.879,1997-08-01,Children of Heaven,7.928,568
False,"[53, 18, 27]",10242,en,What Ever Happened to Baby Jane?,29.148,1962-10-12,What Ever Happened to Baby Jane?,7.928,972
False,"[28, 16, 878]",9323,ja,GHOST IN THE SHELL,45.627,1995-11-18,Ghost in the Shell,7.928,3184
False,"[18, 36, 80]",714888,es,"Argentina, 1985",21.683,2022-09-29,"Argentina, 1985",7.927,568
False,"[16, 10751, 35, 14]",550205,en,Wish Dragon,46.437,2021-01-15,Wish Dragon,7.926,1229
False,"[16, 18, 10751]",37797,ja,耳をすませば,51.206,1995-07-15,Whisper of the Heart,7.926,1870
False,[18],405,it,La strada,16.591,1954-09-23,La Strada,7.926,999
False,"[12, 28]",85,en,Raiders of the Lost Ark,61.153,1981-06-12,Raiders of the Lost Ark,7.926,11919
False,"[12, 16, 14, 10751]",961323,en,Nimona,66.562,2023-06-23,Nimona,7.924,890
False,"[18, 10749]",296096,en,Me Before You,95.649,2016-06-01,Me Before You,7.924,11845
False,"[35, 10752]",8290,fr,La Grande Vadrouille,24.998,1966-12-08,Don't Look Now... We're Being Shot At!,7.924,1276
False,"[18, 10751, 35, 28]",360814,hi,दंगल,24.813,2016-12-21,Dangal,7.923,908
False,"[80, 18, 9648, 53]",829,en,Chinatown,39.618,1974-06-20,Chinatown,7.918,3585
False,"[16, 12, 35]",501929,en,The Mitchells vs. the Machines,44.705,2021-04-22,The Mitchells vs. the Machines,7.917,2758
False,"[16, 10751, 12, 18, 35]",150540,en,Inside Out,156.749,2015-06-09,Inside Out,7.9,20135
False,"[878, 28, 16, 9648]",142061,en,"Batman: The Dark Knight Returns, Part 2",34.45,2013-01-03,"Batman: The Dark Knight Returns, Part 2",7.919,1394
False,"[28, 80, 18]",949,en,Heat,56.555,1995-12-15,Heat,7.916,6886
False,"[9648, 10749, 53, 18]",223,en,Rebecca,23.604,1940-03-23,Rebecca,7.916,1657
False,"[18, 36, 10751]",491480,en,The Boy Who Harnessed the Wind,29.83,2019-02-14,The Boy Who Harnessed the Wind,7.915,1589
False,"[18, 10749, 14]",122906,en,About Time,53.876,2013-09-04,About Time,7.915,8078
False,[37],33,en,Unforgiven,44.237,1992-08-07,Unforgiven,7.915,4146
False,"[16, 10751, 12]",10674,en,Mulan,86.152,1998-06-18,Mulan,7.9,9220
False,"[12, 14]",671,en,Harry Potter and the Philosopher's Stone,151.584,2001-11-16,Harry Potter and the Philosopher's Stone,7.914,26339
False,"[12, 10751, 18]",458302,fr,Rémi sans famille,18.255,2018-12-12,"Remi, Nobody's Boy",7.913,403
False,"[12, 18]",334533,en,Captain Fantastic,34.515,2016-07-08,Captain Fantastic,7.913,6179
False,[18],10997,zh,霸王别姬,28.72,1993-01-01,Farewell My Concubine,7.913,518
False,"[16, 18, 35]",13398,ja,東京ゴッドファーザーズ,28.658,2003-12-05,Tokyo Godfathers,7.912,1171
False,"[80, 18]",1646,en,Freedom Writers,32.587,2007-01-05,Freedom Writers,7.912,2091
False,"[10751, 18]",404378,en,A Street Cat Named Bob,16.709,2016-11-04,A Street Cat Named Bob,7.911,1331
False,"[18, 10751]",49964,fa,خانه‌ی دوست کجاست؟,17.587,1987-07-01,Where Is My Friend's House?,7.911,316
False,"[16, 14, 28, 10770]",726684,fr,"Miraculous World : Shanghai, la légende de Ladydragon",29.589,2021-05-15,Miraculous World: Shanghai – The Legend of Ladydragon,7.9,608
False,[18],976893,ja,PERFECT DAYS,99.932,2023-11-10,Perfect Days,7.907,583
False,"[35, 10749]",194,fr,Le Fabuleux Destin d'Amélie Poulain,38.315,2001-04-25,Amélie,7.909,11084
False,"[16, 18]",2011,fr,Persepolis,16.342,2007-06-27,Persepolis,7.908,1852
False,"[28, 878, 12]",118340,en,Guardians of the Galaxy,41.286,2014-07-30,Guardians of the Galaxy,7.907,27252
False,"[35, 18]",7857,it,Amarcord,24.203,1973-12-18,Amarcord,7.906,1053
False,"[16, 878, 28]",610150,ja,ドラゴンボール超 スーパーヒーロー,118.951,2022-06-11,Dragon Ball Super: Super Hero,7.9,2694
False,[18],552532,en,Charm City Kings,18.526,2020-01-27,Charm City Kings,7.905,439
False,"[878, 18, 12]",522402,en,Finch,47.736,2021-11-04,Finch,7.903,3255
False,"[18, 80, 53, 35]",455714,th,ฉลาดเกมส์โกง,18.488,2017-05-03,Bad Genius,7.9,740
False,"[18, 10749]",597,en,Titanic,110.013,1997-11-18,Titanic,7.904,24422
False,"[35, 18, 10749, 10402]",313369,en,La La Land,76.95,2016-11-29,La La Land,7.9,16135
False,"[16, 28, 12, 14]",505262,ja,僕のヒーローアカデミア THE MOVIE ～2人の英雄～,49.886,2018-08-03,My Hero Academia: Two Heroes,7.901,946
False,[18],1402,en,The Pursuit of Happyness,44.46,2006-12-14,The Pursuit of Happyness,7.901,9470
False,"[16, 35, 878, 10770, 12, 28]",354857,en,Regular Show: The Movie,22.919,2015-09-01,Regular Show: The Movie,7.899,352
False,"[28, 53, 878]",752,en,V for Vendetta,50.632,2006-02-23,V for Vendetta,7.899,13954
False,[18],316029,en,The Greatest Showman,50.376,2017-12-20,The Greatest Showman,7.898,9074
False,[18],60243,fa,جدایی نادر از سیمین,21.898,2011-02-15,A Separation,7.897,1628
False,"[16, 14]",32085,en,Vincent,18.225,1982-10-01,Vincent,7.897,814
False,"[12, 28, 878]",1892,en,Return of the Jedi,47.581,1983-05-25,Return of the Jedi,7.9,15046
False,[18],7984,en,In the Name of the Father,25.715,1993-12-12,In the Name of the Father,7.896,1644
False,"[18, 53]",698948,en,Thirteen Lives,32.566,2022-07-18,Thirteen Lives,7.898,1142
False,"[80, 18, 53]",3112,en,The Night of the Hunter,23.287,1955-08-26,The Night of the Hunter,7.894,1479
False,"[9648, 53, 18]",210577,en,Gone Girl,93.618,2014-10-01,Gone Girl,7.893,17933
False,"[16, 18, 10749, 14]",667520,ja,泣きたい私は猫をかぶる,45.233,2020-06-18,A Whisker Away,7.892,1309
False,"[18, 80, 36]",522212,en,Just Mercy,28.059,2019-12-25,Just Mercy,7.891,2121
False,"[28, 878, 16]",503314,ja,ドラゴンボール超スーパー ブロリー,17.557,2018-12-14,Dragon Ball Super: Broly,7.892,2794
False,"[35, 10749, 18]",31411,en,The Cameraman,15.413,1928-09-10,The Cameraman,7.892,339
False,[16],20722,ja,つみきのいえ,9.702,2008-06-10,La Maison en Petits Cubes,7.892,417
False,"[18, 10749]",331482,en,Little Women,50.898,2019-12-25,Little Women,7.889,5965
False,"[53, 80, 18]",2721,fr,Z,15.763,1969-02-26,Z,7.889,482
False,"[18, 27, 53]",827,fr,Les Diaboliques,16.998,1955-01-29,Diabolique,7.9,890
False,"[36, 18, 12, 28]",665,en,Ben-Hur,58.571,1959-11-18,Ben-Hur,7.9,2583
False,"[10749, 18]",11036,en,The Notebook,70.981,2004-06-25,The Notebook,7.889,11011
False,"[878, 16, 28, 12]",183011,en,Justice League: The Flashpoint Paradox,30.643,2013-07-30,Justice League: The Flashpoint Paradox,7.888,1752
False,[35],3034,en,Young Frankenstein,24.022,1974-12-15,Young Frankenstein,7.886,2997
False,"[35, 80]",20271,it,Divorzio all'italiana,12.839,1961-12-20,Divorce Italian Style,7.885,419
False,"[10749, 35, 18]",804,en,Roman Holiday,32.342,1953-08-26,Roman Holiday,7.885,1914
False,[18],47796,it,Mamma Roma,12.628,1962-09-22,Mamma Roma,7.884,388
False,"[35, 18]",3083,en,Mr. Smith Goes to Washington,13.453,1939-10-19,Mr. Smith Goes to Washington,7.884,980
False,"[10749, 878]",662,fr,La Jetée,14.484,1962-02-16,La Jetée,7.883,831
False,[18],48035,da,Ordet,12.03,1955-01-09,Ordet,7.882,331
False,[18],25538,zh,一一,16.959,2000-09-20,Yi Yi,7.882,489
False,"[14, 18, 27]",10728,de,Faust – Eine deutsche Volkssage,11.298,1926-10-13,Faust,7.882,321
False,"[12, 28, 18]",980489,en,Gran Turismo,125.339,2023-08-09,Gran Turismo,7.877,2156
False,[18],785084,en,The Whale,61.278,2022-12-09,The Whale,7.9,3475
False,"[16, 10751, 10402, 35]",438695,en,Sing 2,98.507,2021-12-01,Sing 2,7.877,4139
False,"[28, 80, 53]",393,en,Kill Bill: Vol. 2,48.208,2004-04-16,Kill Bill: Vol. 2,7.877,13312
False,"[18, 80]",16,en,Dancer in the Dark,20.861,2000-09-01,Dancer in the Dark,7.9,1691
False,"[10749, 18, 10402]",369557,en,Sing Street,23.95,2016-03-11,Sing Street,7.873,2177
False,"[18, 10752, 36]",17295,it,La battaglia di Algeri,14.348,1966-09-08,The Battle of Algiers,7.871,699
False,"[35, 18]",381341,it,Perfetti sconosciuti,25.33,2016-02-11,Perfect Strangers,7.9,4234
False,"[16, 10751, 14]",14836,en,Coraline,126.133,2009-02-05,Coraline,7.869,7407
False,"[18, 36]",3870,it,Novecento,16.544,1976-08-28,1900,7.869,590
False,"[80, 18]",30017,fa,کلوزآپ ، نمای نزدیک,13.978,1990-05-09,Close-Up,7.9,340
False,"[18, 53, 35]",265195,es,Relatos salvajes,25.556,2014-08-21,Wild Tales,7.868,3197
False,"[16, 10751, 14, 28, 12]",527774,en,Raya and the Last Dragon,76.499,2021-03-03,Raya and the Last Dragon,7.865,6501
False,"[18, 80, 53]",505192,ja,万引き家族,29.231,2018-06-02,Shoplifters,7.865,1923
False,"[10749, 53]",652722,es,En brazos de un asesino,12.625,2019-12-06,In the Arms of an Assassin,7.862,388
False,"[18, 80, 35]",52629,es,El Infierno,36.773,2010-09-03,El Infierno,7.862,618
False,"[80, 18, 53]",275,en,Fargo,64.42,1996-03-08,Fargo,7.863,7649
False,"[18, 80, 10752]",430424,fr,Au revoir là-haut,12.468,2017-10-25,See You Up There,7.861,1219
